station_id,name,id,free_bikes,empty_slots,has_ebikes,ebikes,slots,renting,returning,latitude,longitude,timestamp
ab80e2f4c922bcac89121cb2d46a0ee4,Travaux publics LaSalle (Cordner / Léger),ab80e2f4c922bcac89121cb2d46a0ee4,5,9,True,2,15,1,1,45.44527192876118,-73.62448364496231,2023-08-31T14:04:03.388000Z
ac023980748426fdbb7ea233b5043dc6,Parc de Dieppe,ac023980748426fdbb7ea233b5043dc6,9,24,True,2,35,1,1,45.501863463435576,-73.5439610481262,2023-08-31T14:04:03.392000Z
a2da7f5b772dab9f756348a7f21c1984,Terminus Newman (Airlie / Lafleur),a2da7f5b772dab9f756348a7f21c1984,17,0,True,2,19,1,1,45.425059666150744,-73.64959917962551,2023-08-31T14:04:03.429000Z
4e0a2eec48ee705304b2799cff6fc240,Newman / Senkus,4e0a2eec48ee705304b2799cff6fc240,15,1,True,2,19,1,1,45.44404309237571,-73.61375212669373,2023-08-31T14:04:03.488000Z
fc4597100fabd406f272f69eba793b4a,St-Urbain / René-Lévesque,fc4597100fabd406f272f69eba793b4a,8,23,True,0,33,1,1,45.507837541505836,-73.56313616037369,2023-08-31T14:04:03.265000Z
8ae106c7b71f9c4a8f753c79cbe1603f,de Maisonneuve / Aylmer (est),8ae106c7b71f9c4a8f753c79cbe1603f,3,17,True,3,21,1,1,45.50538591756765,-73.5704317688942,2023-08-31T14:04:02.129000Z
7214c61eb7f8d875d6db8db935ad16ea,Smith / Peel,7214c61eb7f8d875d6db8db935ad16ea,2,16,True,0,19,1,1,45.49276061084002,-73.55641052126883,2023-08-31T14:04:02.158000Z
918f32736e8c298b4c7a5a58f6e46da5,de la Commune / King,918f32736e8c298b4c7a5a58f6e46da5,60,7,True,12,71,1,1,45.49750375338383,-73.55284452438353,2023-08-31T14:04:03.267000Z
0a3aa715457ea0c777ddd396228eafd1,de la Commune / Place Jacques-Cartier,0a3aa715457ea0c777ddd396228eafd1,25,56,True,2,81,1,1,45.50761009451047,-73.55183601379395,2023-08-31T14:04:02.497000Z
d5193bc68b01855a79fd8c694ef2e2f9,de la Commune / St-Sulpice,d5193bc68b01855a79fd8c694ef2e2f9,35,4,True,6,43,1,1,45.50424245563397,-73.553469479084,2023-08-31T14:04:02.156000Z
1ff33fd73e2add3c30fcd821850dccd3,Chabanel / du Parc,1ff33fd73e2add3c30fcd821850dccd3,20,10,True,5,30,1,1,45.53830765459552,-73.6548838019371,2023-08-31T14:04:02.458000Z
31c3024050ee6f3e44c85eceae251db1,Ottawa / William,31c3024050ee6f3e44c85eceae251db1,1,14,True,0,15,1,1,45.48972725318433,-73.56406286358833,2023-08-31T14:04:03.394000Z
3f155bd80f721e2f372821f3a7b08512,de la Commune / Berri,3f155bd80f721e2f372821f3a7b08512,5,43,True,1,51,1,1,45.51086,-73.54983,2023-08-31T14:04:02.507000Z
c3e33911cfd4f366ea6d4284fd5eb057,Berlioz / de l'Île des Soeurs,c3e33911cfd4f366ea6d4284fd5eb057,13,9,True,0,23,1,1,45.45998577640931,-73.54395568370819,2023-08-31T14:04:02.205000Z
517a5c37755499a8e454d67bcf6b1834,Parc Benny (Benny / de Monkland),517a5c37755499a8e454d67bcf6b1834,15,4,True,4,23,1,1,45.46693565237702,-73.63153114914894,2023-08-31T14:04:02.132000Z
352adb5a53498de53161649383b7d10f,Cégep André-Laurendeau (Lapierre),352adb5a53498de53161649383b7d10f,15,13,True,6,29,1,1,45.43605512104547,-73.60577523708344,2023-08-31T14:04:01.627000Z
41f8b2e49339317de23ae563e66fe4a6,Métro Henri-Bourassa (Henri-Bourassa / Millen),41f8b2e49339317de23ae563e66fe4a6,14,0,True,0,16,1,1,45.55675103297278,-73.66716161370277,2023-08-31T14:04:02.481000Z
27c3a4c2a383dbf1d00a15f12f424b09,Dixie / 54e avenue,27c3a4c2a383dbf1d00a15f12f424b09,7,11,True,3,19,1,1,45.44338026469991,-73.71789157390594,2023-08-31T14:04:02.245000Z
da5f7ede0484d9eb36444471bdba6827,LaSalle / 90e avenue,da5f7ede0484d9eb36444471bdba6827,12,2,True,2,15,1,1,45.41774583815495,-73.64518761634827,2023-08-31T14:04:03.218000Z
87bf1cff2cd651ba546aa04cfd5885c7,Métro de la Concorde (Léo-Lacombe),87bf1cff2cd651ba546aa04cfd5885c7,7,12,True,2,19,1,1,45.5604898518365,-73.7091851234436,2023-08-31T14:04:02.638000Z
2501128835e132f929d56798aa789839,Calixa-Lavallée / Rachel,2501128835e132f929d56798aa789839,24,6,True,0,30,1,1,45.527831544563064,-73.5719096660614,2023-08-31T14:04:02.403000Z
815c7df219d6937348c91d460fd1ff44,Parc du Mail (Bois de Coulonges / du Mail),815c7df219d6937348c91d460fd1ff44,1,14,True,1,15,1,1,45.59833498124187,-73.54596734046936,2023-08-31T14:04:02.642000Z
00c210cb99cf9d1b923c1548938aee56,Marché Jean-Talon (Casgrain / Shamrock),00c210cb99cf9d1b923c1548938aee56,5,17,True,0,26,1,1,45.53519006163501,-73.61548215150833,2023-08-31T14:04:02.641000Z
d91563f1329dacd26318b07d7242afdf,HEC (Decelles / Jean-Brillant),d91563f1329dacd26318b07d7242afdf,21,1,True,14,25,1,1,45.497722829899764,-73.61925333738327,2023-08-31T14:04:03.221000Z
f9bb106633ce38eeec6728faed3155ad,Fabrik8 (Waverly / Jean-Talon),f9bb106633ce38eeec6728faed3155ad,14,1,True,2,18,1,1,45.53330725719417,-73.62082242965698,2023-08-31T14:04:03.219000Z
bab144d31daa205b40397f6c7b46930a,Parc Courbertin (Valéry / Perrier),bab144d31daa205b40397f6c7b46930a,10,9,True,2,19,1,1,45.5839877335556,-73.60809333622456,2023-08-31T14:04:01.625000Z
b8d3de5b902c4b274f7fffee62009ef9,Parc Hébert (Colbert / Provencher),b8d3de5b902c4b274f7fffee62009ef9,7,8,True,2,15,1,1,45.57237805962001,-73.59370462596415,2023-08-31T14:04:02.317000Z
a1ded48e42e6fb03da399602be3aab17,Parc Garibaldi (Liénart / Bélanger),a1ded48e42e6fb03da399602be3aab17,4,11,True,1,15,1,1,45.586476480180046,-73.570396900177,2023-08-31T14:04:01.626000Z
cabbcb2310a23cb9394df1d78a9b0fc2,Parc Aimé-Léonard (Gouin / Ste-Gertrude),cabbcb2310a23cb9394df1d78a9b0fc2,5,11,True,1,17,1,1,45.60835820969716,-73.63850623369217,2023-08-31T14:04:03.362000Z
33a2455e6803dd9aa77a4090dfae83f8,Parc Charleroi (Alfred / Louis-Francoeur),33a2455e6803dd9aa77a4090dfae83f8,11,4,True,5,15,1,1,45.59953472156509,-73.62360253930092,2023-08-31T14:04:02.251000Z
8b16cd408c6adee5f72d6e5d91bc2b9d,Parc Maurice-Bélanger (Hébert / Denommée),8b16cd408c6adee5f72d6e5d91bc2b9d,3,12,True,0,15,1,1,45.5877138098252,-73.63171823322773,2023-08-31T14:04:03.359000Z
53a067639d877bfe105996a58bc1aa3a,Gare St-Michel / Montréal-Nord (Pie-IX / 56e),53a067639d877bfe105996a58bc1aa3a,10,5,True,8,15,1,1,45.583197821913785,-73.62978704273701,2023-08-31T14:04:03.337000Z
a32e2261fca6732a8f47eec9fef69017,Parc Jeanne-Mance (du Mont-Royal / du Parc),a32e2261fca6732a8f47eec9fef69017,14,17,True,0,33,1,1,45.51689731423111,-73.58910799026489,2023-08-31T14:04:03.418000Z
26141dc97cf91e1003a500841cc56b6c,Parc Eusèbe-Ménard (Gouin / St-Vital),26141dc97cf91e1003a500841cc56b6c,6,10,True,0,18,1,1,45.59253950875074,-73.64874824881554,2023-08-31T14:04:03.338000Z
f332a5c6e3f7fc73096885d6efc0f829,St-Hubert / de Maisonneuve (sud),f332a5c6e3f7fc73096885d6efc0f829,1,17,True,0,19,1,1,45.51586835126322,-73.56008380651474,2023-08-31T14:04:03.363000Z
0243c740e1d4fe272e0c414cdd900c7d,CHSLD Joseph-François-Perrault (St-Michel / Everett),0243c740e1d4fe272e0c414cdd900c7d,6,12,True,2,18,1,1,45.55969734528566,-73.60145956277847,2023-08-31T14:04:02.549000Z
19f1df34d9b117ae604c95591cf3e129,Mairie d'arrondissement St-Laurent (Beaudet / Marcel-Laurin),19f1df34d9b117ae604c95591cf3e129,7,17,True,3,27,1,1,45.50682415585665,-73.68184804916382,2023-08-31T14:04:02.544000Z
efe7c56e36749af8000e9ef4ee4fc883,Gare Montpellier (Muir / de la Côte-Vertu),efe7c56e36749af8000e9ef4ee4fc883,11,3,True,2,15,1,1,45.52374047147138,-73.67169924080372,2023-08-31T14:04:02.846000Z
